InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
52652,41684.47611,United States,2202,US15,Male,10.5,43-44,10,159,0,2014,2,159
52653,41684.52611,United Kingdom,2180,UK2,Male,10.5,43-44,10,159,0,2014,2,159
52654,41684.52611,Canada,2237,CAN6,Male,10,43,9.5,139,0.1,2014,2,125.1
52655,41684.98611,Canada,2227,CAN7,Female,9,39-40,7,129,0,2014,2,129
52656,41685.00611,United States,2189,US4,Female,10.5,41,8.5,149,0,2014,2,149
52657,41685.31611,United Kingdom,2221,UK5,Male,10.5,43-44,10,139,0,2014,2,139
52658,41685.52611,Germany,2177,GER2,Female,9,39-40,7,149,0,2014,2,149
52659,41685.52611,United Kingdom,2170,UK4,Female,4.5,35,2.5,129,0.2,2014,2,103.2
52660,41685.98611,Canada,2199,CAN1,Female,9,39-40,7,129,0.3,2014,2,90.3
52661,41685.98611,United States,2181,US8,Female,8,38-39,6,139,0,2014,2,139
52662,41685.98611,Germany,2206,GER2,Male,10.5,43-44,10,199,0,2014,2,199
52663,41686.00611,United States,2214,US3,Male,9.5,42-43,9,129,0.3,2014,2,90.3
52664,41686.22611,United States,2228,US2,Female,9.5,40,7.5,179,0.3,2014,2,125.3
52665,41686.22611,Canada,2165,CAN5,Male,11,44,10.5,159,0,2014,2,159
52666,41686.52611,United Kingdom,2215,UK2,Female,4.5,35,2.5,159,0,2014,2,159
52666,41686.52611,United Kingdom,2201,UK5,Male,9,42,8.5,199,0,2014,2,199
52667,41686.74611,United States,2239,US15,Female,8,38-39,6,189,0,2014,2,189
52668,41686.93611,Canada,2169,CAN6,Male,9.5,42-43,9,169,0.3,2014,2,118.3
52669,41686.98611,United States,2161,US9,Female,8,38-39,6,189,0,2014,2,189
52670,41686.98611,Germany,2152,GER2,Male,9,42,8.5,149,0,2014,2,149
52671,41687.00611,United States,2191,US15,Female,10.5,41,8.5,129,0.3,2014,2,90.3
52672,41687.22611,United States,2206,US2,Female,9.5,40,7.5,139,0,2014,2,139
52673,41687.22611,Canada,2211,CAN3,Male,7.5,40-41,7,139,0.1,2014,2,125.1
52674,41687.28611,United States,2175,US9,Male,7,40,6.5,129,0,2014,2,129
52674,41687.28611,United States,2160,US12,Female,9.5,40,7.5,159,0.5,2014,2,79.5
52674,41687.28611,United States,2177,US15,Male,9.5,42-43,9,189,0,2014,2,189
52675,41687.74611,United States,2204,US15,Female,8,38-39,6,149,0.3,2014,2,104.3
52676,41687.87611,Canada,2152,CAN6,Female,8,38-39,6,129,0.5,2014,2,64.5
52677,41687.93611,Germany,2213,GER2,Female,7,37-38,5,179,0.2,2014,2,143.2
52678,41687.98611,United States,2208,US15,Female,8,38-39,6,159,0,2014,2,159
52678,41687.98611,United States,2147,US15,Male,11,44,10.5,139,0.5,2014,2,69.5
52679,41688.10611,United States,2148,US15,Male,10.5,43-44,10,169,0,2014,2,169
52680,41688.22611,United States,2232,US9,Female,5.5,36,3.5,179,0,2014,2,179
52680,41688.22611,United States,2213,US11,Female,9.5,40,7.5,169,0.1,2014,2,152.1
52681,41688.28611,United States,2230,US14,Female,9,39-40,7,179,0,2014,2,179
52681,41688.28611,United States,2192,US9,Male,9.5,42-43,9,129,0.1,2014,2,116.1
52681,41688.28611,United States,2160,US12,Female,9.5,40,7.5,159,0.5,2014,2,79.5
52682,41688.74611,United States,2147,US15,Female,8,38-39,6,179,0,2014,2,179
52683,41688.87611,Germany,2208,GER2,Male,11.5,44-45,11,159,0.5,2014,2,79.5
52684,41688.93611,Germany,2156,GER2,Female,7,37-38,5,169,0,2014,2,169
52685,41688.96611,United States,2221,US7,Male,10,43,9.5,179,0.3,2014,2,125.3
52686,41689.10611,Canada,2152,CAN1,Male,9.5,42-43,9,159,0.3,2014,2,111.3
52686,41689.10611,Canada,2209,CAN1,Female,8,38-39,6,139,0.3,2014,2,97.3
52687,41689.10611,United States,2161,US15,Male,11.5,44-45,11,169,0,2014,2,169
52688,41689.28611,United States,2194,US13,Female,9,39-40,7,179,0,2014,2,179
52688,41689.28611,United States,2220,US1,Male,11.5,44-45,11,199,0,2014,2,199
52688,41689.28611,United States,2192,US9,Male,9.5,42-43,9,129,0.1,2014,2,116.1
52689,41689.53611,Canada,2215,CAN6,Male,10,43,9.5,189,0.5,2014,2,94.5
52690,41689.87611,Germany,2225,GER1,Male,8.5,41-42,8,139,0,2014,2,139
52691,41689.96611,United States,2183,US11,Male,9.5,42-43,9,149,0,2014,2,149
52692,41690.10611,Canada,2169,CAN6,Male,9.5,42-43,9,169,0.3,2014,2,118.3
52692,41690.10611,Canada,2152,CAN6,Female,8,38-39,6,129,0.5,2014,2,64.5
52693,41690.10611,United States,2176,US15,Male,6,39,5.5,159,0,2014,2,159
52694,41690.31611,Germany,2182,GER2,Female,9,39-40,7,179,0,2014,2,179
52695,41690.53611,Canada,2212,CAN3,Male,9,42,8.5,149,0,2014,2,149
52696,41690.96611,United States,2177,US15,Male,9.5,42-43,9,189,0,2014,2,189
52697,41691.10611,Germany,2213,GER2,Female,7,37-38,5,179,0.2,2014,2,143.2
52697,41691.10611,Germany,2208,GER2,Male,11.5,44-45,11,159,0.5,2014,2,79.5
52698,41691.19611,United States,2218,US15,Male,9.5,42-43,9,189,0,2014,2,189
52699,41691.31611,United Kingdom,2170,UK5,Male,7.5,40-41,7,149,0.1,2014,2,134.1
52700,41691.35611,United Kingdom,2231,UK5,Male,10.5,43-44,10,169,0,2014,2,169
52701,41691.53611,Canada,2207,CAN2,Male,10.5,43-44,10,159,0,2014,2,159
52702,41691.74611,Germany,2235,GER1,Female,8.5,39,6.5,199,0,2014,2,199
52703,41692.19611,United States,2148,US15,Male,10.5,43-44,10,169,0,2014,2,169
52704,41692.22611,United Kingdom,2189,UK5,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52704,41692.22611,United Kingdom,2155,UK5,Female,10,40-41,8,129,0,2014,2,129
52705,41692.31611,United Kingdom,2180,UK2,Male,10.5,43-44,10,159,0,2014,2,159
52706,41692.35611,Germany,2182,GER2,Female,9,39-40,7,179,0,2014,2,179
52707,41692.74611,Germany,2197,GER3,Female,8.5,39,6.5,189,0,2014,2,189
52708,41693.19611,United States,2161,US15,Male,11.5,44-45,11,169,0,2014,2,169
52709,41693.22611,Canada,2217,CAN6,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52710,41693.22611,United States,2186,US11,Male,10.5,43-44,10,159,0,2014,2,159
52711,41693.22611,United Kingdom,2220,UK4,Male,8.5,41-42,8,189,0.2,2014,2,151.2
52712,41693.35611,United Kingdom,2170,UK5,Male,7.5,40-41,7,149,0.1,2014,2,134.1
52713,41693.74611,Germany,2217,GER2,Female,8.5,39,6.5,139,0.3,2014,2,97.3
52714,41693.96611,Germany,2172,GER2,Male,9.5,42-43,9,189,0.3,2014,2,132.3
52715,41694.22611,Canada,2215,CAN6,Male,10,43,9.5,189,0.5,2014,2,94.5
52716,41694.22611,United Kingdom,2231,UK5,Male,10.5,43-44,10,169,0,2014,2,169
52716,41694.22611,United Kingdom,2213,UK3,Female,10,40-41,8,149,0,2014,2,149
52717,41694.91611,Canada,2190,CAN5,Male,15,48,14.5,139,0.1,2014,2,125.1
52718,41694.96611,Germany,2199,GER1,Male,7.5,40-41,7,149,0.1,2014,2,134.1
52719,41695.22611,Canada,2212,CAN3,Male,9,42,8.5,149,0,2014,2,149
52720,41695.48611,United States,2220,US7,Male,10.5,43-44,10,139,0,2014,2,139
52721,41695.49611,Germany,2173,GER2,Female,9,39-40,7,169,0,2014,2,169
52722,41695.49611,United Kingdom,2236,UK5,Male,10,43,9.5,169,0.2,2014,2,135.2
52723,41695.91611,Canada,2217,CAN6,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52724,41695.96611,Germany,2240,GER1,Male,10.5,43-44,10,159,0,2014,2,159
52725,41696.34611,United States,2235,US9,Male,9,42,8.5,199,0.5,2014,2,99.5
52726,41696.48611,United States,2221,US7,Male,10,43,9.5,179,0.3,2014,2,125.3
52727,41696.49611,United Kingdom,2189,UK5,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52727,41696.49611,United Kingdom,2236,UK5,Male,10,43,9.5,169,0.2,2014,2,135.2
52728,41696.91611,Canada,2215,CAN6,Male,10,43,9.5,189,0.5,2014,2,94.5
52729,41697.11611,United States,2219,US15,Male,9.5,42-43,9,199,0,2014,2,199
52730,41697.34611,United States,2220,US7,Male,10.5,43-44,10,139,0,2014,2,139
52731,41697.35611,United States,2213,US3,Male,11,44,10.5,159,0.5,2014,2,79.5
52731,41697.35611,United States,2157,US3,Male,11.5,44-45,11,149,0.2,2014,2,119.2
52732,41697.43611,Canada,2168,CAN3,Male,10.5,43-44,10,129,0.3,2014,2,90.3
52733,41697.43611,Germany,2218,GER2,Female,7,37-38,5,169,0,2014,2,169
52734,41697.48611,United States,2183,US11,Male,9.5,42-43,9,149,0,2014,2,149
52735,41697.49611,United Kingdom,2220,UK4,Male,8.5,41-42,8,189,0.2,2014,2,151.2
52735,41697.49611,United Kingdom,2189,UK5,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52736,41698.11611,United States,2218,US15,Male,9.5,42-43,9,189,0,2014,2,189
52737,41698.34611,Germany,2227,GER3,Male,10,43,9.5,159,0,2014,2,159
52738,41698.34611,Canada,2216,CAN6,Female,8,38-39,6,139,0,2014,2,139
52739,41698.34611,United States,2221,US7,Male,10,43,9.5,179,0.3,2014,2,125.3
52740,41698.35611,United States,2235,US9,Male,9,42,8.5,199,0.5,2014,2,99.5
52740,41698.35611,United States,2213,US3,Male,11,44,10.5,159,0.5,2014,2,79.5
52741,41698.43611,Germany,2218,GER2,Female,7,37-38,5,169,0,2014,2,169
52742,41698.43611,Canada,2190,CAN5,Male,15,48,14.5,139,0.1,2014,2,125.1
52743,41698.62611,Canada,2225,CAN1,Female,8.5,39,6.5,189,0,2014,2,189
52744,41698.66611,United States,2152,US15,Male,9,42,8.5,149,0,2014,2,149
52745,41699.11611,United States,2148,US15,Male,10.5,43-44,10,169,0,2014,3,169
52746,41699.34611,Canada,2216,CAN6,Female,8,38-39,6,139,0,2014,3,139
52747,41699.34611,Germany,2172,GER2,Male,9.5,42-43,9,189,0.3,2014,3,132.3
52748,41699.35611,United States,2220,US7,Male,10.5,43-44,10,139,0,2014,3,139
52748,41699.35611,United States,2235,US9,Male,9,42,8.5,199,0.5,2014,3,99.5
52749,41699.43611,Canada,2217,CAN6,Male,10.5,43-44,10,179,0.3,2014,3,125.3
52749,41699.43611,Canada,2190,CAN5,Male,15,48,14.5,139,0.1,2014,3,125.1
52750,41699.62611,United Kingdom,2230,UK5,Male,10,43,9.5,139,0,2014,3,139
52751,41699.62611,United States,2188,US15,Male,12,45,11.5,169,0,2014,3,169
52752,41699.66611,United States,2157,US3,Male,11.5,44-45,11,149,0.2,2014,3,119.2
52753,41700.05611,Canada,2152,CAN7,Male,9.5,42-43,9,159,0,2014,3,159
52754,41700.18611,United Kingdom,2167,UK2,Female,8,38-39,6,149,0,2014,3,149
52755,41700.34611,Germany,2199,GER1,Male,7.5,40-41,7,149,0.1,2014,3,134.1
52755,41700.34611,Germany,2172,GER2,Male,9.5,42-43,9,189,0.3,2014,3,132.3
52756,41700.62611,Germany,2173,GER2,Female,9,39-40,7,169,0,2014,3,169
52757,41700.62611,Canada,2174,CAN3,Female,8.5,39,6.5,169,0,2014,3,169
52758,41700.66611,United States,2213,US3,Male,11,44,10.5,159,0.5,2014,3,79.5
52759,41700.81611,Canada,2175,CAN7,Male,11.5,44-45,11,199,0,2014,3,199
52760,41700.94611,United States,2182,US15,Female,8,38-39,6,139,0.1,2014,3,125.1
52760,41700.94611,United States,2150,US6,Female,8,38-39,6,179,0,2014,3,179
52761,41701.05611,Canada,2180,CAN6,Male,8,41,7.5,169,0.5,2014,3,84.5
52762,41701.18611,Germany,2198,GER1,Male,10.5,43-44,10,189,0,2014,3,189
52763,41701.62611,United Kingdom,2236,UK5,Male,10,43,9.5,169,0.2,2014,3,135.2
52764,41701.72611,United States,2199,US12,Female,9.5,40,7.5,129,0,2014,3,129
52765,41701.81611,Canada,2152,CAN7,Male,9.5,42-43,9,159,0,2014,3,159
52766,41701.94611,United States,2219,US15,Male,9.5,42-43,9,199,0,2014,3,199
52766,41701.94611,United States,2182,US15,Female,8,38-39,6,139,0.1,2014,3,125.1
52767,41702.05611,Canada,2168,CAN3,Male,10.5,43-44,10,129,0.3,2014,3,90.3
52768,41702.18611,United Kingdom,2184,UK2,Female,8,38-39,6,179,0,2014,3,179
52769,41702.24611,Canada,2165,CAN5,Male,9,42,8.5,169,0.1,2014,3,152.1
52770,41702.72611,United States,2152,US15,Male,9,42,8.5,149,0,2014,3,149
52771,41702.81611,Canada,2180,CAN6,Male,8,41,7.5,169,0.5,2014,3,84.5
52772,41702.84611,Canada,2179,CAN7,Male,8,41,7.5,189,0,2014,3,189
52772,41702.84611,Canada,2230,CAN6,Male,11,44,10.5,189,0.5,2014,3,94.5
52773,41702.94611,United States,2218,US15,Male,9.5,42-43,9,189,0,2014,3,189
52773,41702.94611,United States,2219,US15,Male,9.5,42-43,9,199,0,2014,3,199
52774,41703.24611,Canada,2204,CAN2,Male,8.5,41-42,8,149,0.1,2014,3,134.1
52775,41703.55611,United Kingdom,2176,UK3,Male,9.5,42-43,9,199,0,2014,3,199
52776,41703.55611,Germany,2159,GER1,Female,9,39-40,7,189,0,2014,3,189
52777,41703.55611,United Kingdom,2205,UK3,Male,9,42,8.5,159,0,2014,3,159
52777,41703.55611,United Kingdom,2212,UK3,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52778,41703.72611,United States,2157,US3,Male,11.5,44-45,11,149,0.2,2014,3,119.2
52779,41703.84611,Canada,2175,CAN7,Male,11.5,44-45,11,199,0,2014,3,199
52779,41703.84611,Canada,2179,CAN7,Male,8,41,7.5,189,0,2014,3,189
52780,41704.09611,United States,2202,US15,Male,10.5,43-44,10,159,0.1,2014,3,143.1
52781,41704.24611,United States,2171,US15,Female,5,35-36,3,149,0.3,2014,3,104.3
52782,41704.39611,United Kingdom,2154,UK2,Male,9,42,8.5,179,0,2014,3,179
52783,41704.55611,Germany,2159,GER1,Female,9,39-40,7,189,0,2014,3,189
52784,41704.55611,United Kingdom,2215,UK5,Male,12,45,11.5,179,0,2014,3,179
52784,41704.55611,United Kingdom,2205,UK3,Male,9,42,8.5,159,0,2014,3,159
52784,41704.55611,United Kingdom,2212,UK3,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52785,41704.84611,Canada,2152,CAN7,Male,9.5,42-43,9,159,0,2014,3,159
52785,41704.84611,Canada,2175,CAN7,Male,11.5,44-45,11,199,0,2014,3,199
52786,41705.09611,United States,2199,US12,Female,9.5,40,7.5,129,0,2014,3,129
52787,41705.35611,United States,2218,US13,Male,10.5,43-44,10,199,0,2014,3,199
52788,41705.39611,United Kingdom,2158,UK5,Male,9,42,8.5,149,0,2014,3,149
52789,41705.55611,United Kingdom,2230,UK5,Male,10,43,9.5,139,0,2014,3,139
52789,41705.55611,United Kingdom,2215,UK5,Male,12,45,11.5,179,0,2014,3,179
52789,41705.55611,United Kingdom,2205,UK3,Male,9,42,8.5,159,0,2014,3,159
52789,41705.55611,United Kingdom,2212,UK3,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52790,41705.91611,Germany,2156,GER3,Female,9,39-40,7,129,0,2014,3,129
52791,41706.09611,United States,2152,US15,Male,9,42,8.5,149,0,2014,3,149
52792,41706.34611,Germany,2174,GER1,Female,10,40-41,8,139,0,2014,3,139
52793,41706.35611,United States,2180,US13,Male,9.5,42-43,9,179,0.2,2014,3,143.2
52794,41706.39611,United Kingdom,2227,UK5,Female,9,39-40,7,179,0,2014,3,179
52795,41706.70611,United States,2214,US12,Female,8,38-39,6,189,0.2,2014,3,151.2
52796,41706.91611,Germany,2227,GER3,Female,9,39-40,7,169,0,2014,3,169
52797,41707.34611,United States,2186,US8,Male,11.5,44-45,11,169,0,2014,3,169
52798,41707.35611,United States,2178,US15,Female,8.5,39,6.5,169,0,2014,3,169
52799,41707.67611,Germany,2189,GER2,Female,7,37-38,5,189,0,2014,3,189
52800,41707.70611,United States,2239,US8,Female,8,38-39,6,189,0.5,2014,3,94.5
52801,41707.91611,United Kingdom,2176,UK3,Male,9.5,42-43,9,199,0,2014,3,199
52802,41708.13611,Germany,2236,GER2,Male,8,41,7.5,169,0.3,2014,3,118.3
52803,41708.27611,Germany,2204,GER2,Female,7,37-38,5,179,0.3,2014,3,125.3
52804,41708.34611,Germany,2181,GER3,Female,10,40-41,8,169,0,2014,3,169
52805,41708.67611,Canada,2230,CAN6,Male,11,44,10.5,189,0.5,2014,3,94.5
52806,41708.70611,United States,2174,US15,Male,9.5,42-43,9,149,0.3,2014,3,104.3
52807,41708.85611,Canada,2240,CAN3,Male,10,43,9.5,129,0.3,2014,3,90.3
52808,41709.13611,Germany,2186,GER1,Male,8.5,41-42,8,159,0,2014,3,159
52809,41709.27611,Germany,2189,GER2,Female,7,37-38,5,189,0,2014,3,189
52810,41709.67611,Canada,2179,CAN7,Male,8,41,7.5,189,0,2014,3,189
52811,41709.85611,United States,2190,US6,Female,7,37-38,5,169,0,2014,3,169
52811,41709.85611,United States,2200,US1,Male,10.5,43-44,10,169,0,2014,3,169
52812,41710.13611,Germany,2227,GER3,Male,10,43,9.5,159,0,2014,3,159
52813,41710.20611,United States,2162,US15,Female,9,39-40,7,159,0,2014,3,159
52813,41710.20611,United States,2224,US8,Male,10,43,9.5,179,0.2,2014,3,143.2
52814,41710.27611,Canada,2230,CAN6,Male,11,44,10.5,189,0.5,2014,3,94.5
52815,41710.83611,United States,2159,US1,Female,9.5,40,7.5,179,0,2014,3,179
52816,41710.85611,Canada,2223,CAN1,Female,9.5,40,7.5,159,0.1,2014,3,143.1
52817,41710.85611,United States,2186,US13,Female,7,37-38,5,179,0.1,2014,3,161.1
52818,41711.20611,United States,2178,US3,Male,9.5,42-43,9,149,0.3,2014,3,104.3
52819,41711.20611,United Kingdom,2182,UK4,Male,10,43,9.5,169,0,2014,3,169
52820,41711.29611,United States,2177,US6,Female,8,38-39,6,189,0,2014,3,189
52821,41711.83611,United States,2169,US14,Male,8,41,7.5,129,0,2014,3,129
52822,41711.85611,Canada,2195,CAN2,Female,9.5,40,7.5,129,0.1,2014,3,116.1
52823,41712.20611,United States,2212,US15,Female,9,39-40,7,189,0,2014,3,189
52823,41712.20611,United States,2184,US15,Female,10.5,41,8.5,139,0,2014,3,139
52824,41712.22611,United States,2230,US7,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52825,41712.29611,United States,2184,US5,Female,8,38-39,6,149,0,2014,3,149
52826,41712.81611,Canada,2239,CAN7,Female,8,38-39,6,149,0.1,2014,3,134.1
52827,41712.83611,United States,2202,US15,Male,10.5,43-44,10,159,0.1,2014,3,143.1
52828,41713.22611,United States,2159,US1,Female,9.5,40,7.5,179,0,2014,3,179
52829,41713.29611,United States,2152,US15,Male,11.5,44-45,11,149,0.5,2014,3,74.5
52830,41713.54611,United States,2209,US12,Male,10.5,43-44,10,179,0,2014,3,179
52831,41713.54611,Germany,2208,GER1,Male,9,42,8.5,129,0.1,2014,3,116.1
52832,41713.77611,Canada,2242,CAN6,Male,10.5,43-44,10,189,0,2014,3,189
52833,41713.81611,Canada,2182,CAN7,Female,8,38-39,6,129,0.1,2014,3,116.1
52834,41713.84611,United Kingdom,2199,UK4,Male,14,47,13.5,129,0,2014,3,129
52835,41714.22611,United States,2169,US14,Male,8,41,7.5,129,0,2014,3,129
52836,41714.54611,United States,2190,US1,Male,10.5,43-44,10,149,0,2014,3,149
52837,41714.54611,Germany,2149,GER1,Male,10.5,43-44,10,149,0,2014,3,149
52838,41714.54611,United States,2224,US12,Male,9.5,42-43,9,129,0.2,2014,3,103.2
52839,41714.54611,Germany,2167,GER2,Male,12,45,11.5,159,0.2,2014,3,127.2
52840,41714.62611,United States,2237,US13,Female,8.5,39,6.5,139,0.5,2014,3,69.5
52841,41714.77611,Canada,2198,CAN1,Male,11,44,10.5,129,0,2014,3,129
52842,41714.81611,Canada,2238,CAN3,Female,8,38-39,6,189,0.1,2014,3,170.1
52843,41714.84611,United Kingdom,2179,UK4,Male,9,42,8.5,129,0.2,2014,3,103.2
52844,41715.36611,Germany,2231,GER2,Male,8.5,41-42,8,189,0,2014,3,189
52845,41715.54611,United States,2178,US15,Female,7.5,38,5.5,169,0.1,2014,3,152.1
52845,41715.54611,United States,2192,US15,Male,8.5,41-42,8,169,0,2014,3,169
52846,41715.54611,United Kingdom,2167,UK2,Female,8,38-39,6,149,0,2014,3,149
52846,41715.54611,United Kingdom,2196,UK5,Female,8.5,39,6.5,199,0,2014,3,199
52847,41715.62611,United States,2186,US12,Male,9.5,42-43,9,169,0,2014,3,169
52848,41715.77611,Canada,2202,CAN7,Male,14,47,13.5,179,0.3,2014,3,125.3
52849,41715.84611,United Kingdom,2207,UK5,Male,8,41,7.5,129,0,2014,3,129
52850,41716.32611,Germany,2199,GER2,Female,9,39-40,7,189,0.5,2014,3,94.5
52851,41716.36611,Germany,2236,GER2,Male,8,41,7.5,169,0.3,2014,3,118.3
52852,41716.54611,United States,2201,US15,Female,7.5,38,5.5,189,0,2014,3,189
52852,41716.54611,United States,2192,US15,Female,10,40-41,8,139,0,2014,3,139
52853,41716.62611,United States,2217,US12,Female,8.5,39,6.5,189,0.3,2014,3,132.3
52854,41716.82611,Canada,2169,CAN3,Female,8,38-39,6,169,0.3,2014,3,118.3
52855,41717.32611,United Kingdom,2199,UK4,Male,14,47,13.5,129,0,2014,3,129
52856,41717.36611,Germany,2186,GER1,Male,8.5,41-42,8,159,0,2014,3,159
52857,41717.38611,Germany,2157,GER1,Female,7,37-38,5,179,0,2014,3,179
52858,41717.82611,Germany,2231,GER2,Male,8.5,41-42,8,189,0,2014,3,189
52859,41718.32611,United Kingdom,2179,UK4,Male,9,42,8.5,129,0.2,2014,3,103.2
52860,41718.36611,United States,2237,US7,Male,10,43,9.5,149,0.2,2014,3,119.2
52861,41718.38611,Canada,2242,CAN6,Male,10.5,43-44,10,189,0,2014,3,189
52862,41718.82611,Germany,2236,GER2,Male,8,41,7.5,169,0.3,2014,3,118.3
52863,41719.26611,Germany,2190,GER3,Female,7,37-38,5,159,0,2014,3,159
52864,41719.36611,United States,2192,US7,Male,7.5,40-41,7,149,0,2014,3,149
52865,41719.38611,Canada,2198,CAN1,Male,11,44,10.5,129,0,2014,3,129
52866,41719.45611,United States,2206,US15,Male,14,47,13.5,179,0,2014,3,179
52867,41719.62611,United States,2238,US6,Male,9,42,8.5,199,0,2014,3,199
52868,41719.88611,Germany,2201,GER2,Male,11,44,10.5,169,0.1,2014,3,152.1
52869,41720.26611,Germany,2157,GER1,Female,7,37-38,5,179,0,2014,3,179
52870,41720.32611,United States,2150,US15,Male,8.5,41-42,8,169,0.3,2014,3,118.3
52871,41720.32611,Canada,2161,CAN5,Female,10,40-41,8,199,0,2014,3,199
52872,41720.36611,United States,2230,US7,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52873,41720.45611,United States,2215,US11,Female,8,38-39,6,169,0,2014,3,169
52874,41720.62611,United States,2237,US7,Male,10,43,9.5,149,0.2,2014,3,119.2
52875,41720.88611,Canada,2169,CAN3,Female,8,38-39,6,169,0.3,2014,3,118.3
52876,41720.89611,Germany,2225,GER2,Female,9,39-40,7,179,0,2014,3,179
52877,41720.98611,United States,2204,US15,Female,9,39-40,7,179,0,2014,3,179
52878,41721.26611,Canada,2242,CAN6,Male,10.5,43-44,10,189,0,2014,3,189
52879,41721.32611,Canada,2161,CAN5,Female,10,40-41,8,199,0,2014,3,199
52880,41721.32611,United States,2238,US6,Male,9,42,8.5,199,0,2014,3,199
52881,41721.45611,United States,2234,US15,Male,9.5,42-43,9,159,0.5,2014,3,79.5
52882,41721.62611,United States,2192,US7,Male,7.5,40-41,7,149,0,2014,3,149
52883,41721.84611,United States,2228,US13,Male,9.5,42-43,9,189,0.1,2014,3,170.1
52884,41721.88611,Germany,2231,GER2,Male,8.5,41-42,8,189,0,2014,3,189
52885,41721.89611,Germany,2199,GER2,Female,9,39-40,7,189,0.5,2014,3,94.5
52886,41721.97611,Canada,2183,CAN2,Male,9,42,8.5,129,0.1,2014,3,116.1
52887,41721.98611,United Kingdom,2229,UK2,Male,11,44,10.5,169,0,2014,3,169
52888,41722.32611,United States,2237,US7,Male,10,43,9.5,149,0.2,2014,3,119.2
52888,41722.32611,United States,2238,US6,Male,9,42,8.5,199,0,2014,3,199
52889,41722.54611,United States,2197,US15,Male,10,43,9.5,189,0.2,2014,3,151.2
52890,41722.68611,United States,2150,US15,Male,9,42,8.5,159,0,2014,3,159
52891,41722.80611,Germany,2206,GER1,Male,10.5,43-44,10,139,0.3,2014,3,97.3
